"hours","6569"
"hcg","845"
"serum","2864"
"hla-b27","35"
"antigen","990"
"influenza","1316"
"virus","1770"
"vaccine","1408"
"keflex","90"
"large","142"
"levofloxacin","91"
"lidocaine","260"
"lyrica","133"
"macrobid","47"
"meloxicam","68"
"meperidine","63"
"mold","64"
"monthly","72"
"neosporin","88"
"neurontin","85"
"nickel","45"
"nordiazepam","43"
"oxycodone","627"
"oxycontin","157"
"p18","39"
"ab","5847"
"igg","5684"
"p23","25"
"p28","21"
"p30","20"
"p39","25"
"p41","29"
"p45","20"
"p58","20"
"p66","24"
"p93","19"
"plavix","61"
"pm","479"
"protonix","62"
"rocephin","77"
"small","226"
"tegretol","103"
"tetracyclines","15"
"toradol","67"
"ut","41"
"zocor","90"
"normal","357"
"/100","11"
"wbc's","18"
"/hpf","13"
"/lpf","17"
"/mcl","16"
"gi","258"
"upset","182"
"drowsy","63"
"hour","1606"
"creat","675"
"level","2641"
"inhibitor","78"
"bandages","42"
"tape","460"
"aleve","81"
"all","141"
"nuts","151"
"seafood","68"
"amer","74"
"ind","23"
"esk","2"
"al","59"
"ana","375"
"pattern","147"
"titer","1153"
"antihistamines","25"
"asian","63"
"pacif","2"
"isl","12"
"atenolol","125"
"ativan","94"
"bananas","27"
"bands","139"
"bees","39"
"bf","863"
"chloride","1205"
"biaxin","76"
"birth","550"
"wt","85"
"breathing","585"
"issues","46"
"burning","53"
"sensation","34"
"thru","45"
"iv","897"
"ca","828"
"caffeine","45"
"caucasian/white","5"
"cefdinir","73"
"cephalexin","141"
"chikungunya","3"
"citrus","48"
"clonidine","191"
"cm","189"
"codiene","52"
"colchicine","35"
"cortisol","861"
"free","2239"
"24hr","754"
"slhs","390"
"cottonwood","73"
"ige","3214"
"ael","150"
"creatinine","1932"
"culture","4312"
"urine","9624"
"reflex","300"
"dog","145"
"dander","252"
"done","62"
"egfr","384"
"african","254"
"non-african","48"
"egg","318"
"whites","19"
"eng","10"
"--","127"
"enteral","70"
"nutrition","691"
"epinephrine","279"
"fish","617"
"florida","12"
"fluconazole","94"
"fosamax","45"
"g/dl","83"
"ga.","3"
"gemfibrozil","31"
"grm","4"
"haldol","60"
"hallucinations","129"
"hdl","423"
"cholesterol","936"
"result","1403"
"home","1276"
"hpv","478"
"iga","1008"
"total","4843"
"in","1167"
"inr","463"
"value","201"
"intact","202"
"pth","280"
"intl","104"
"units","654"
"iu","168"
"iu/ml","246"
"k/ul","20"
"kansas","24"
"keppra","96"
"ku/l","99"
"lactose","135"
"intolerant","38"
"ldl","737"
"calc","585"
"liters","32"
"loss","233"
"of","677"
"consciousness","71"
"mass","154"
"mcg","1460"
"mcg/ml","188"
"medrol","164"
"dose","743"
"pak","189"
"method","112"
"delivery","280"
"mg","23321"
"mg/24","126"
"mg/24hrs","6"
"mg/d","23"
"mg/l","60"
"mg/ml","960"
"mi31460200","2"
"miu/ml","26"
"mother","92"
"motrin","144"
"mushroom","20"
"n/v","100"
"naprosyn","64"
"nausea","1056"
"neg","72"
"ng/ml","158"
"nightmares","20"
"nm","208"
"aof","66"
"paper","73"
"path","72"
"review","157"
"blood","4727"
"peanuts","71"
"pork","94"
"pos","164"
"pr","64"
"prednisone","323"
"prochlorperazine","67"
"ptt,1-hour","2"
"ptt,1hr,1:1","2"
"mix","459"
"re","82"
"rh","341"
"salicylate","85"
"lc","2412"
"sclavo","6"
"test-ppd","6"
"headache","472"
"son","18"
"specific","531"
"gravity","340"
"spouse","33"
"steroids","29"
"strawberries","41"
"sudafed","68"
"sulpha","13"
"tablet","11657"
"talwin","25"
"texas","13"
"throat","508"
"swelling","770"
"tongue","142"
"trace","62"
"triglycerides","206"
"barbiturates","209"
"qst","1703"
"u/l","22"
"u/ml","57"
"ultram","67"
"volume","925"
"verapamil","194"
"vitamin","3384"
"25-oh","151"
"d2","337"
"d3","821"
"vldl","153"
"vomiting","647"
"vt","58"
"vytorin","74"
"wife","14"
"wisconsin","10"
"wv","4"
"zestril","55"
"zika","22"
"pcr","3056"
"carnitin","3"
"tot","310"
"absent","58"
"height/length","49"
"inches","113"
"flector","16"
"anti","193"
"histamines","2"
"anxiety","958"
"reaction","503"
"any","25"
"convulsions","18"
"tf","18"
"/p","1"
"/presence","2"
"feeding","196"
"tube","704"
"parenteral","65"
"tp","32"
"tpn/ppn","3"
"tingling","33"
"toc","11"
"snf/rehab","3"
"discharge","340"
"basophil","162"
"cells","914"
"counted-","1"
"csf","2662"
"eos","338"
"eosinophil","242"
"ffp","25"
"collected","33"
"lymph","365"
"lymphocyte","180"
"mono","282"
"monocyte","143"
"motile","11"
"sperm","116"
"neutrophil","261"
"abortions","50"
"platelets","132"
"rbc","1059"
"tobacco","522"
"users","2"
"wbc","911"
"counted","54"
"diff","351"
"weight","1252"
"pounds","64"
"yrs","156"
"smoker","327"
"/100wbc","3"
"/cubic","1"
"mm","182"
"/mm3","14"
"\hpf","2"
"\lpf","2"
"\mm3","1"
"heavy","74"
"manual","644"
"basophils","207"
"cd16","34"
"cr","588"
"d-wam","1"
"auto","631"
"glucose","2909"
"hour-glucose","5"
"hh","86"
"i-wam","1"
"ll","8"
"metamyelocyte","42"
"m-wam","1"
"na","311"
"name","62"
"np","82"
"nrbc","128"
"n-wam","1"
"other","1290"
"pink","62"
"pres","22"
"red","464"
"red-wam","1"
"yrssmokcig","1"
"12-lead","22"
"ekg","238"
"eeg","76"
"patient","1182"
"assessment","489"
"simple","10"
"spirometry","47"
"gluc-istat","2"
"istat","662"
"a1c","424"
"act","261"
"activity","734"
"actual","71"
"fef","25"
"albumin","733"
"cpl","411"
"sql","162"
"u24","448"
"ur","3545"
"alpha","585"
"fraction","182"
"sf","71"
"alpha-1","102"
"alpha-2","94"
"lymp/cd19","1"
"lymphocytes","303"
"cd19+3-","1"
"band","296"
"outside","1213"
"labs","218"
"baseline","170"
"man","445"
"pol","111"
"beta-globulin","14"
"blast","47"
"bound","10"
"bound1","1"
"bound54","1"
"boundioioi","1"
"carboxyhemoglobin","47"
"cd","370"
"send-out","32"
"labcorp","776"
"pos.lymph","6"
"lymph.-labcorp","1"
"pos.-lymph","2"
"nkc","4"
"cd56","27"
"nk","60"
"and","1454"
"nll","226"
"arup","1036"
"bld","581"
"wb","414"
"cd16+/cd56+/cd3+","1"
"cd16+56+","3"
"cd16+cd56","24"
"natural","84"
"killer","28"
"naturalkiller","1"
"quest","1472"
"naturla","1"
"-so","32"
"cell","712"
"cd16+cd56+","5"
"cd16+cd56+cd3","4"
"cd19","197"
"cells-mayo","1"
"earliest","7"
"b-cells","19"
"3318m","1"
"early","80"
"w.bld","4"
"cd19.-arup","1"
"cd19+","54"
"lymphs","182"
"lymphs.lc","1"
"lymphs-lc","2"
"cd19-lc","1"
"cd19-q","1"
"cd3","249"
"mature","20"
"t-cells","25"
"cdr","130"
"mayo","812"
"ucl","286"
"3316m","1"
"cd3+","65"
"cd3+/cd4+","10"
"helper","128"
"cd3+/cd8+","9"
"suppressor","59"
"cd3-q","1"
"cd4","348"
"cd4-","3"
"3319m","1"
"lym","13"
"lymp","8"
"cd4/cd3","6"
"cd4/cd8","73"
"cd4+","32"
"cd4-arup","5"
"cd4-labcorp","2"
"cd4-q","1"
"cd59","5"
"deficient","7"
"grans","32"
"cd59-rbc","1"
"cd8","265"
"supp","118"
"supp'r","18"
"tcells","2"
"suppressort","1"
"supressor","6"
"suppr","2"
"3320m","1"
"cd8/cd3","6"
"cd8+","27"
"cd8-q","1"
"ck","246"
"bb","41"
"mb","99"
"ckmb","81"
"co","189"
"hb","283"
"vbg","130"
"cytoplasmic","39"
"nasal","794"
"body","1464"
"fluid","1986"
"eosinophils","252"
"excret","7"
"excreta","2"
"excretaa","1"
"excretaaaaa","1"
"excreted","1"
"excretion","16"
"excretion-","1"
"fee-psa","1"
"fr","102"
"phenytoin","302"
"dilantin","133"
"psa","593"
"psapf","1"
"psapfp","1"
"cls","109"
"hx","742"
"lvl","834"
"pspc","231"
"qls","203"
"wld","181"
"psa.lc","1"
"psae","1"
"test","1204"
"testosterone","824"
"lls","374"
"valproic","136"
"acid","2261"
"gamma","385"
"glob","184"
"gran","88"
"hematology","77"
"granulocytes","74"
"wc","250"
"hba1c","57"
"hdl/chol","5"
"hemol","4"
"hemolddddd","1"
"hemolysis","6"
"hgb","1265"
"a2","114"
"hla-dr","11"
"inhabition","1"
"inhib","27"
"inhibited","2"
"inhibiti","1"
"iron","690"
"saturation","362"
"poc","3980"
"macrophage","14"
"metamyelocytes","54"
"methemoglobin","47"
"mono/macro","5"
"monocyte//macro","1"
"monomeric","3"
"prolactin","82"
"monos","55"
"myelocytes","47"
"umc","377"
"neut","152"
"neutrophils","468"
"dpl","2"
"fld","192"
"neuts","16"
"norm","23"
"pmns","9"
"nucleated","110"
"rbcs","66"
"o2","696"
"positive","231"
"hemoglobin","941"
"inhibition","9"
"oxygen","458"
"pnh","10"
"monocytes","255"
"polys","45"
"predicted","52"
"promyelocytes","45"
"retic","173"
"reticulocytes","20"
"sat","689"
"ven","774"
"ibc","7"
"iron/tibc","1"
"transferrin","126"
"seg","27"
"segmented","46"
"segs","81"
"morphology","116"
"suppressor/cytotoxic","3"
"mfl","275"
"help","33"
"lym/cd4","1"
"thgb","3"
"hg","23"
"adjusted","9"
"saturation_","2"
"reflab","52"
"gain","70"
"old","199"
"unit","1016"
"_bound","2"
"_hemol","1"
"_inhib","1"
"_of_total_hemoglobin","1"
"_of_total_hgb","1"
"02hb","1"
"actvy","1"
"alb","113"
"baso","175"
"blasts","65"
"bmi","241"
"leu11c","1"
"cd16+","5"
"-mayo","104"
"cd16+cd56-mayo","1"
"cd16+cd56-q","1"
"cd19+b","2"
"bi","54"
"flow","227"
"cytometry","9"
"cd3/cd4","4"
"cd3/cd8","4"
"cytotoxic","2"
"cd3+cd4+","15"
"cd3+cd4+helper","1"
"t4","516"
"cd3+cd8+","13"
"cd3+dr+","1"
"helper/inducer","5"
"bal","41"
"cd4.-arup","1"
"cytotoxic/suppressor","2"
"supp`r","2"
"cd8.-arup","2"
"cd8-arup","2"
"cdt","4"
"ck-mb","74"
"cohb","28"
"cryocrit","4"
"fe","326"
"fio2","750"
"freepsa","4"
"gly","7"
"hbo2","2"
"hgba1c","34"
"hla","102"
"dr+","1"
"imm","59"
"granulocyte","35"
"immature","121"
"index","539"
"sbmf","230"
"cd3+4+","8"
"cd3+8+","11"
"-tmf","38"
"h-i","2"
"s/c","4"
"met","78"
"methgb","4"
"myelo","34"
"myelocyte","38"
"nml","2"
"arterial","1225"
"venous","1030"
"ipoc","22"
"art","880"
"o2hb","9"
"avox","7"
"of_total","1"
"plasma","953"
"cell-mayo","1"
"npl","109"
"recovery","33"
"reticulocyte","141"
"total_hgb","1"
"totalhgb","1"
"var","22"
"vol","207"
"ytyt","1"
"bladder","141"
"installation","1"
"weekly","385"
"consists","1"
"sodium","2635"
"bicarb","43"
"lidocain","1"
"abdominal","392"
"pain","5288"
"angina","21"
"aches","98"
"chest","1211"
"cp","73"
"tigh","1"
"pressure","1934"
"chills","36"
"cough","1989"
"dizziness","219"
"fever","839"
"headaches","169"
"high","720"
"lightheadedness","17"
"fa","39"
"mouth","738"
"sores/bleeding","1"
"muscle","983"
"weakness","91"
"nervous/anxious","3"
"numbness","31"
"redness","67"
"shortness","811"
"breath","1087"
"sore","103"
"sores","60"
"tightness","153"
"ches","2"
"ulcers","28"
"wheezes","29"
"+1","31"
"restless","133"
"restless-anxious","2"
"movement","19"
"aggressive/vigorous","1"
"+2","20"
"agitated","88"
"+4","6"
"combative","17"
"adequate","22"
"apnea","43"
"capillary","936"
"refill","616"
"constant","18"
"correct","23"
"increased","159"
"independent","101"
"n/a","84"
"present","114"
"npo","27"
"exclusively","10"
"pare","2"
"pink/","2"
"refil","4"
"1-2","268"
"seconds","227"
"rhinorrhea","10"
"unable","156"
"assess","46"
"unchanged","4"
"=normal","1"
"none","302"
"-1","60"
"abnormal","76"
"anxious","67"
"-4","33"
"constipation","196"
"decreased","84"
"diarrhea","353"
"difficult","61"
"arouse/f","1"
"arouse/fussy","1"
"planning","43"
"disoriented","178"
"dry","187"
"dyspnea","120"
"limited","396"
"tachypnea","12"
"excellent","11"
"female","69"
"fussy","14"
"irritable","120"
"crying","48"
"intervals","26"
"consolable","27"
"memory","66"
"problem","51"
"minimal","89"
"assist","156"
"less","268"
"stuffiness","15"
"nausea/vomiting","137"
"assistance","267"
"staff","33"
"members","8"
"appetite","75"
"good","27"
"forward","1"
"mo","125"
"shoe","2"
"occasionally","18"
"describe","7"
"locati","1"
"pale/","2"
"problems","68"
"swallowing","112"
"requires","28"
"sneezing","63"
"3-4","162"
"times/","32"
"scoring","15"
"interval","162"
"sweating","24"
"two","482"
"very","68"
"=present","1"
"1,3","9"
"beta-d-glucan","4"
"-beta-d-glucan","4"
"fungitell","5"
".0","10"
"yes","315"
"10x3/ul","2"
"10x6/ul","2"
"1-3","47"
"17ohp+androstenedione","1"
"/cortisol","1"
"1grain","2"
"once","3307"
"1p","2"
"1st","163"
"trimster","2"
"h-hcg","20"
"mom","282"
"maternal","522"
"2-4","40"
"times/month","3"
"alert","60"
"secon","8"
"continuous","66"
"difficulty","454"
"excessive","160"
"pitched","39"
"cry","79"
"mins","142"
"greater","224"
"incomplete","9"
"irritable/","2"
"agitated/","3"
"lethargic","50"
"loose","54"
"stools","82"
"curds/","2"
"seedy","1"
"appearance","229"
"male","108"
"max","182"
"much","14"
"lifting","1"
"sho","1"
"more","127"
"half","89"
"days","1745"
"projectile","21"
"fidgety","14"
"rest","116"
"watery","52"
"water","216"
"ring","32"
"diaper","111"
"around","44"
"stool","1233"
"=moderate","1"
"incorrect","14"
"confused","94"
"lethargic/","4"
"confused/","4"
"reduced","28"
"response","59"
"often","30"
"sedated","11"
"exertion","32"
"somewhat","6"
"stupor","9"
"=severe","1"
"3.5","17"
"deep","66"
"sedation","51"
"times/week","42"
"almost","12"
"conve","3"
"place/or","10"
"person","85"
"spontaneous","82"
"visual","191"
"last","331"
"4-6","788"
"feelings","6"
"extreme","45"
"dangerous","16"
"agitation","136"
"independent/patient","2"
"obtained","14"
"articles","1"
"7-10","74"
"impaired","122"
"physical","502"
"mob","13"
"mobility","47"
"hyperactive","15"
"behavior/","1"
"behavior/elevated","1"
"mood/manic","1"
"behavior","92"
"determine","15"
"trauma","189"
"a/c","4"
"assist/control","1"
"ventilation","39"
"abg","255"
"base","1159"
"deficit","139"
"excess","323"
"hco3","637"
"meas","25"
"pao2/fio2","20"
"pco2","982"
"ph","1516"
"po2","810"
"acbg","16"
"af","79"
"gestational","229"
"age","382"
"wks","101"
"afp","345"
"aldrete","7"
"yo","17"
"aprv","7"
"airway","20"
"release","1811"
"archive","163"
"1xd","2"
"2x","88"
"2xw","2"
"6xd","3"
"8xd","2"
"assigned","22"
"provider","183"
"biw","2"
"biwk","3"
"care","2321"
"coordinator","32"
"clinic","1020"
"crna","5"
"surgery","1036"
"emergency","412"
"endo","19"
"him","30"
"physician","372"
"hospital","832"
"hs","472"
"inpatient","464"
"intra-articular","10"
"intramuscular","191"
"intranasal","71"
"intrathecal","32"
"le","44"
"m/tu/w/th/f/","2"
"medical","576"
"student","69"
"mtuwthf","3"
"ngt","6"
"nurse","475"
"practitioner","71"
"observation","251"
"office/clinic","74"
"lpn","42"
"practitio","1"
"rn","170"
"op","1107"
"education","525"
"pharmacy","66"
"technician","7"
"pt","844"
"tx/procedures","4"
"q10h","5"
"q12h","79"
"q16hr","6"
"q18h","9"
"q1h","18"
"q1hr","9"
"q20","9"
"min","1547"
"q2-3h","5"
"q24h","22"
"q2-4h","4"
"q2h","39"
"q30h","4"
"q36h","11"
"q3h","34"
"q4-6h","22"
"q48h","14"
"q4h","176"
"q4hr","65"
"q5h","8"
"q6-8h","5"
"q6h","162"
"q72h","12"
"q8-12h","5"
"q8h","95"
"qfri","7"
"qmon","17"
"qsat","10"
"qsun","11"
"qth","3"
"qtues","7"
"qwed","10"
"rec","60"
"recurring","98"
"outpatient","629"
"registered","46"
"respiratory","1020"
"therapist","45"
"satsun","3"
"social","165"
"worker","62"
"pra","14"
"specimen","792"
"sq","66"
"supervisor","9"
"swingbed","5"
"transdermal","279"
"tth","5"
"tthsat","4"
"tthsatsun","2"
"tts","7"
"arcive","1"
"en1","2"
"bed","263"
"time","1465"
"bg","250"
"be","271"
"cap","1157"
"cord","897"
"so2","53"
"prn","11718"
"bupropion","244"
"hbr","58"
"calculated","279"
"cam-icu","3"
"inattention","3"
"cbg","65"
"ccis","1"
"reason","179"
"visit","552"
"cellsearch","1"
"ctc","5"
"specimens","28"
"ch50","77"
"complement","494"
"total-quest","9"
"dependent","69"
"dnu","37"
"tracing","8"
"only","807"
"estradiol","407"
"f13","27"
"f14","23"
"f20","17"
"f23","16"
"f24","21"
"f256","17"
"f27","11"
"f31","11"
"f33","15"
"f40","17"
"f7","6"
"f8","22"
"f83","8"
"final","164"
"flacc","41"
"flt3","3"
"form","103"
"suicide","218"
"risk","847"
"reassessment","16"
"g2","20"
"g4","3"
"g8","4"
"relationship","13"
"gms","33"
"hcys","2"
"serpl-scnc","72"
"2/creat","1"
"ur-srto","57"
"hfo","3"
"frequency","87"
"oscillator","4"
"historical","768"
"pneumococcal","460"
"13-vac","2"
"use","1112"
"anthrax","16"
"diphth-tetanus","4"
"dtap","149"
"dtap/hepb/ipv","4"
"dtap/hib","11"
"dtap/ipv","10"
"dtap/ipv/hib","4"
"dtp-hib","8"
"combined","26"
"haemophilus","195"
"hep","1267"
"a/hep","3"
"hepatitis","1733"
"herpes","313"
"zoster","283"
"vac","167"
"hib/hepb","3"
"dengue","49"
"diph/pert","1"
"whole","416"
"cell/tet","3"
"conj","68"
"hboc","30"
"conjugate","154"
"hantavirus","19"
"adult","666"
"im","423"
"simplex","199"
"hiv","1082"
"seasonal","88"
"spray","359"
"h1n1","162"
"vir","31"
"live","183"
"japanese","98"
"enceph","73"
"encephalitis","84"
"leishmaniasis","4"
"leprosy","4"
"malaria","36"
"measles","155"
"mumps","291"
"rubella","350"
"melanoma","4"
"meningococcal","159"
"vaccines","86"
"7-val","5"
"poliovirus","66"
"tri","36"
"rabies","120"
"rheumatic","4"
"rift","4"
"valley","37"
"rotavirus","180"
"smallpox","27"
"vaccination","73"
"td","247"
"tetanus-diphtheria","45"
"tdap","127"
"tet-diph-pertussis","2"
"toxoid","176"
"typhoid","74"
"varicella","365"
"yellow","154"
"hla-dqa1*","3"
"hla-dqb1*","3"
"huntington","2"
"dis","73"
"tabs","6514"
"i113","2"
"screens","11"
"physic","3"
"i114","4"
"substa","2"
"substance","199"
"abuse","349"
"i123","1"
"verifies","2"
"i17","3"
"assesses","6"
"psychosoci","2"
"i23","1"
"i4","2"
"administers","22"
"i6","17"
"ibd","4"
"crp","219"
"immunofix","9"
"globulins","74"
"inactive","229"
"pacific","60"
"american","448"
"black","154"
"non-hispanic","24"
"caucasian","34"
"declined","102"
"than","114"
"one","1231"
"race","38"
"native","109"
"americans","8"
"islander","65"
"readmission","52"
"hha","12"
"spanish/hispanic","6"
"transfer","434"
"another","183"
"pysch","4"
"ipm","1"
"ip","782"
"mental","306"
"health","1196"
"ipq","1"
"subacute","28"
"ipr","2"
"regular","112"
"ips","3"
"skilled","244"
"nursing","404"
"ipz","1"
"iws","2"
"k82","15"
"finger","212"
"lh","154"
"lutenizing","10"
"hormone","544"
"gravida","31"
"antibody-1st","2"
"antigen-1st","4"
"surface","375"
"parity","12"
"rupture","85"
"membranes","63"
"m0640","1"
"grooming","27"
"current","313"
"m1100","1"
"living","76"
"situation","11"
"m1730","1"
"depression","331"
"screening","1217"
"m1810","1"
"ability","28"
"dress","4"
"upper","421"
"safely","4"
"m1820","1"
"lower","437"
"m1830","1"
"bathing","68"
"m1845","1"
"toileting","43"
"hygiene","8"
"m1870","1"
"eating","72"
"m1880","1"
"plan","588"
"prepare","8"
"light","298"
"m1890","1"
"telephone","37"
"mg/dl","384"
"ml","1571"
"mmhg","83"
"mmol/l","66"
"nb","85"
"anc","45"
"nbi","3"
"ndf","1"
"obs","33"
"diphtheria/pertussis","37"
"acel/tetanus","49"
"occ","76"
"cancer","327"
"center","518"
"oos","4"
"endoscopy","51"
"opd","13"
"diagnostic","644"
"ope","1"
"ops","10"
"opz","1"
"orally","312"
"owm","1"
"opp","3"
"peep","96"
"end","97"
"expiratory","57"
"pi-linked","1"
"ag","1417"
"pmol/l","11"
"poor","57"
"ass","10"
"poor+","2"
"assi","4"
"post","616"
"heart","1021"
"rate","1802"
"peak","280"
"pre","305"
"prenatal","460"
"vitamins","189"
"gummies","51"
"propranolol","171"
"psv","5"
"support","209"
"neo","93"
"ve","2"
"ventilation-","1"
"shampoo","29"
"externally","520"
"slp","33"
"smith-lemli","1"
"sulfonamide","192"
"antibiotics","220"
"t1","18"
"t8","12"
"tb","188"
"explained","12"
"side","110"
"effects","53"
"three","2196"
"ttg","134"
"nq","425"
"twice","5113"
"n-methylhistamine","5"
"v.a","12"
"kontrastmittel-allergie","6"
"vcbg","16"
"wound","412"
"w2","3"
"w8","3"
"x11","5"
"confusion","120"
"acute","541"
"x34","4"
"x4","7"
"x48","3"
"sexual","96"
"dysfunction","55"
"x63","3"
"urinary","179"
"retention","46"
"malnutrition","9"
"nce","2"
"amlodipine","322"
"besylate","115"
"cephalosporins","49"
"iodides","15"
"latex","378"
"macrolides","10"
"tartrate","332"
"percocet","150"
"tab","3432"
"5-325mg","11"
"oxycodone-acetaminophen","145"
"pneumovax","83"
"qday","64"
"derivatives","73"
"years","172"
"**","76"
"hispanic","110"
"psych","334"
"stomach","397"
"***","28"
"***code","2"
"status***","2"
"***severe","1"
"anaphylaxis***","1"
"***vzv","1"
"la","259"
"ql","706"
"**ach","1"
"receptor","126"
"modulating","24"
"**asian","1"
"**cardiology","1"
"**diff","1"
"is","96"
"**drug","1"
"screen","2764"
"**gluc","1"
"hr","2729"
"gtt","338"
"gm","304"
"**gynecology","1"
"**hallucination","1"
"**hbv","1"
"genotype","233"
"**hiv","2"
"rna","1291"
"by","1156"
"qual","727"
"tma","130"
"**hsv","1"
"igm","2660"
"**latex**","1"
"**ldl","1"
"**lyme","1"
"disease","373"
"western","200"
"blot","185"
"**native","1"
"hawaiian/pacific","7"
"**no","2"
"drug","946"
"allergy**","1"
"**patient","1"
"insure","2"
"**peds","1"
"medicine","593"
"**phys","1"
"med/rehab","3"
"**pm","1"
"**protein","1"
"tm","58"
"qn","1014"
"**pth","2"
"resultsreceived","2"
"**radiology","1"
"**rmsf","2"
"rrict","2"
"rrimt","1"
"**rmsf/typhus","1"
"**skilled","1"
"**surgery-general","1"
"**surgery-orthopedics","1"
"**surgery-urology","1"
"**violent","1"
"**vittamin","1"
"1,25","188"
"di-oh","9"
"**yo","1"
"*2","2"
"gluc","363"
"first","148"
"second","90"
"*2-3","2"
"week*","2"
"per","2000"
"week","1461"
"*2-4","1"
"month*","1"
"*4","1"
"*7/19*take","1"
"*abc","6"
"bilirubin","934"
"direct","739"
"hemoccult","50"
"*abo/rh","1"
"*absent","1"
"*acth","1"
"ped","169"
"*african","1"
"amer/black","4"
"*all","1"
"fish*","1"
"*allergy*","1"
"*any","1"
"surgical","267"
"glue","17"
"*barbiturates","1"
"scn","120"
"*bb","1"
"abo/rh","201"
"*bedtime","1"
"*benzodiazepines","1"
"*bld","1"
"cult*","1"
"*cannabinoids","1"
"*caucasian","1"
"*cfu/ml","1"
"*child","1"
"w/o","1227"
"fin","13"
"resp","394"
"*chol/hdl","1"
"chol","258"
"ratio","1606"
"*ratio","1"
"*cmv","1"
"eia","556"
"dmdx","1"
"*co-antibody","1"
"*co-cholesterol","1"
"*co-crossmatch","1"
"*confirm","1"
"hbsag","125"
"*confirmed","1"
"*confused/disoriented","1"
"*co-prostate","2"
"scr","368"
"*co-sgot","1"
"ast","225"
"*co-sgpt","1"
"alt","337"
"*co-thyroid","1"
"stimulating","151"
"*co-triglyceride","1"
"*co-urine","1"
"*creatinine","1"
"clearance","116"
"*cyto","1"
"gyn","205"
"*dhea-s","1"
"*differential","1"
"*discharge","3"
"for","4539"
"cause","27"
"to","1586"
"*dtp","1"
"*ear","1"
"*ed","1"
"um","172"
"*english","1"
"*estradiol","1"
"*expired","3"
"*flu","3"
"preserv","9"
"3+","90"
"syringe","169"
"presrv","1"
"4+","53"
"vial","147"
"*fluzone","1"
"6+","6"
"*four","1"
"*fsh","1"
"*fti","1"
"*glu","1"
"*gluc","2"
"fast","148"
"*glucose","3"
"fingerstick","67"
