ca,932
caffeine,101
caucasianwhite,6
cefdinir,71
cephalexin,138
chikungunya,3
citrus,48
clonidine,195
cm,220
codiene,53
colchicine,34
cortisolfree,4
hr,4010
slhs,390
cottonwood,74
ige,3672
ael,152
creatinine,1945
cultureurine,8
reflex,314
dog,149
dander,253
done,64
egfr,434
african,362
non,1150
egg,332
whites,19
eng,10
enteral,70
nutrition,733
epinephrine,292
fish,639
florida,12
fluconazole,93
fosamax,45
gdl,90
ga,32
gemfibrozil,31
grm,6
haldol,60
hallucinations,133
hdl,669
cholesterol,999
result,1428
home,1356
hpv,508
igas,3
total,4867
in,3862
inr,507
value,213
intact,210
pth,312
intl,116
units,717
iu,314
iuml,260
kul,123
kansas,18
keppra,98
lactose,137
intolerant,39
ldl,961
cholesterolcalc,4
liters,35
loss,235
of,4254
consciousness,72
mass,154
mcg,2029
mcgml,265
medrol,201
dose,809
pak,329
method,111
delivery,291
mg,30005
mghrs,8
mgd,41
mgl,70
mgml,2570
mi,45
miuml,27
mother,79
motrin,142
mushroom,18
nv,133
naprosyn,76
nausea,1050
neg,80
ngml,177
nightmares,20
nm,221
aof,43
paper,72
path,79
review,161
blood,4840
peanuts,68
pork,93
pos,177
pr,101
prednisone,327
prochlorperazine,65
ptt,482
ptthr,2
mix,475
re,595
rh,350
salicylate,88
lc,2873
sclavo,6
test,1229
ppd,76
headache,468
son,18
specific,559
gravity,343
urine,9781
spouse,37
steroids,29
strawberries,42
sudafed,68
sulpha,13
tablet,11326
talwin,25
texas,9
throat,504
swelling,760
tongue,137
trace,70
triglycerides,237
u,3839
barbiturates,215
qst,1857
ul,104
uml,212
ultram,64
volume,991
verapamil,197
vitamin,3784
d,4861
ohd,13
ohtotal,21
vldl,207
vomiting,634
vt,64
vytorin,76
wife,14
wisconsin,10
wv,5
zestril,55
zika,22
viruspcrserum,2
	carnitin,1
tot,332
absent,66
heightlength,48
inches,125
flector,16
anti,998
histamines,4
anxiety,953
reaction,507
any,65
convulsions,18
tfp,1
tfpresence,2
feeding,198
tube,839
parenteral,73
tp,42
tpnppn,3
tingling,34
toc,15
snfrehab,3
discharge,365
basophil,168
cells,962
counted,53
csf,2792
eos,352
eosinophil,248
ffp,27
collected,33
lymph,375
lymphocyte,184
mono,302
monocyte,142
motile,12
sperm,122
neutrophil,275
abortions,53
platelets,137
rbc,1118
tobacco,535
users,2
the,1716
wbc,941
diff,437
weight,1292
pounds,65
yrs,209
smoker,352
cubic,5
mm,254
heavy,76
manual,651
basophils,209
c,4180
cd,1795
cr,707
wam,17
auto,659
glucose,3012
hh,97
i,1244
ll,21
m,961
metamyelocyte,45
na,439
name,60
np,87
nrbc,136
other,1668
pink,67
pres,25
r,895
red,473
yrssmokcig,1
lead,472
ekg,251
eeg,92
patient,1178
assessment,507
simple,11
spirometry,49
gluc,392
istat,654
ac,884
act,284
activity,769
actual,71
fef,25
to,6695
albumin,780
cpl,411
sql,162
ur,3655
alpha,1208
fraction,186
sf,72
lympcd,1
lymphocytes,309
band,313
outside,1342
labs,221
baseline,184
man,455
pol,112
globulin,839
blast,51
bound,14
boundioioi,1
calc,575
carboxyhemoglobin,48
t,2164
send,85
out,302
labcorp,1026
poslymph,6
nkc,4
nk,60
and,5040
nll,226
arup,1940
bld,589
wb,427
cdcdcd,15
cdcd,279
natural,84
killer,28
naturalkiller,1
quest,1637
naturla,1
so,956
cell,737
mayo,2046
earliest,7
early,80
cdwbld,4
lymphs,181
lymphslc,1
q,4905
mature,21
cdr,132
ucl,289
helper,134
suppressor,59
lym,12
lymp,8
deficient,8
grans,32
supp,125
suppr,20
tcells,2
suppressort,1
supressor,6
ck,394
bb,83
mb,188
ckmb,88
co,646
hb,290
vbg,143
cytoplasmic,41
nasal,828
body,1483
fluid,2026
eosinophils,250
excret,8
excreta,2
excretaa,1
excretaaaaa,1
excreted,1
excretion,20
fee,13
psa,606
fr,122
phenytoin,302
free,2281
dilantin,135
psapf,1
psapfp,1
cls,109
hx,766
lvl,892
pspc,231
qls,203
wld,182
psalc,1
psae,1
testosterone,822
lls,374
valproic,137
acid,2327
gamma,446
glob,226
gran,89
hematology,87
granulocytes,77
wc,280
hbac,62
hdlchol,5
hemol,5
hemolddddd,1
hemolysis,6
hgb,1307
dr,209
inhabition,1
inhib,29
inhibited,2
inhibiti,1
iron,808
saturation,383
poc,4341
macrophage,14
metamyelocytes,52
methemoglobin,49
monomacro,5
monocytemacro,1
monomericprolactin,1
monos,59
myelocytes,46
umc,377
neut,153
neutrophils,481
dpl,2
fld,198
neuts,17
nor,8
norm,25
pmns,10
nucleated,112
rbcs,87
o,1054
positive,240
hemoglobin,958
f,1510
inhibition,9
oxygen,465
pnh,10
monocytes,239
polys,46
predicted,52
promyelocytes,44
retic,174
reticulocytes,20
sat,666
ven,797
ibc,7
irontibc,1
transferrin,143
seg,28
segmented,47
segs,90
morphology,121
suppressorcytotoxiccd,1
mfl,275
help,34
lymcd,1
thgb,3
hg,22
adjusted,9
saturationreflab,1
gain,71
old,161
unit,1440
oftotalhemoglobin,1
oftotalhgb,1
actvy,1
alb,115
baso,178
blasts,66
bmi,237
leuc,1
cdb,4
bi,119
flow,229
cytometry,9
cytotoxic,2
cdcdhelper,1
cddr,1
helperinducer,4
bal,44
cdhelperinducer,1
cytotoxicsuppressor,2
supp`r,2
cdt,11
cohb,27
cryocrit,4
fe,392
fio,778
freepsa,7
gly,7
hbo,5
hgbac,33
imm,58
granulocyte,36
immature,126
index,572
sbmf,230
blymphs,2
tmf,333
tlymphs,2
ilymphs,2
sclymphs,2
met,83
methgb,4
myelo,36
myelocyte,41
nml,4
arterial,1235
venous,1047
ipoc,24
art,919
ohb,8
avox,7
oftotal,1
plasma,944
npl,109
recovery,36
reticulocyte,142
totalhgb,2
var,25
vol,222
ytyt,1
bladder,141
installation,1
weekly,397
consists,1
sodium,2684
bicarb,37
lidocain,1
abdominal,397
pain,5321
angina,20
aches,102
chest,1225
cp,353
tigh,1
pressure,2022
chills,35
cough,2002
dizziness,220
fever,855
or,8621
headaches,171
high,820
lightheadedness,17
fa,125
mouth,739
soresbleeding,1
muscle,980
weakness,93
nervousanxious,3
numbness,32
redness,67
shortness,815
breath,1100
sore,102
sores,61
tightness,152
ches,2
ulcers,28
wheezes,31
restless,136
anxious,79
but,96
movement,19
aggressivevigorous,1
agitated,96
combative,16
adequate,22
apnea,41
capillary,938
refill,628
constant,18
correct,23
increased,159
independent,107
present,116
npo,30
exclusively,10
pare,2
refil,4
seconds,241
rhinorrhea,10
unable,158
assess,46
unchanged,4
none,330
abnormal,78
constipation,202
decreased,84
diarrhea,348
difficult,61
arousef,1
arousefussy,1
planning,44
disoriented,193
dry,188
dyspnea,123
limited,404
tachypnea,12
excellent,11
female,78
fussy,17
irritable,123
crying,48
at,2502
intervals,26
consolable,27
memory,66
problem,52
minimal,96
assist,157
less,274
stuffiness,15
nauseavomiting,157
assistance,272
staff,31
members,12
appetite,73
good,27
forward,1
mo,156
up,989
shoe,2
occasionally,18
describe,7
locati,1
pale,25
problems,68
swallowing,113
requires,34
sneezing,62
scoring,15
interval,207
sweating,22
two,498
very,106
glucan,20
glucanfungitell,1
yes,325
xul,28
ohpandrostenedionecortisol,1
grain,8
once,5377
st,537
trimsterh,1
mom,326
trimstermaternal,1
timesmonth,3
alert,68
secon,8
continuous,67
difficulty,454
excessive,162
pitched,68
cry,79
mins,175
greater,225
than,615
incomplete,9
lethargic,58
loose,54
stools,80
curds,2
seedy,1
appearance,239
male,123
max,185
much,13
lifting,1
sho,1
more,319
half,102
days,1809
projectile,21
fidgety,14
rest,124
watery,51
water,217
ring,34
on,1381
diaper,111
around,44
stool,1220
incorrect,14
confused,104
reduced,28
response,61
often,30
sedated,11
w,3268
with,4123
exertion,33
somewhat,6
stupor,9
deep,65
sedation,56
timesweek,42
almost,12
conve,3
for,13239
placeor,10
person,106
spontaneous,84
visual,191
during,195
last,334
feelings,6
extreme,45
dangerous,18
agitation,137
independentpatient,2
obtained,14
articles,1
impaired,123
physical,519
mob,13
mobility,49
hyperactive,15
behavior,97
behaviorelevated,1
moodmanic,1
determine,17
trauma,195
assistcontrol,1
ventilation,40
abg,280
base,1158
deficit,144
excess,328
hco,638
meas,30
paofio,21
pco,1028
ph,1562
po,1651
acbg,16
af,101
gestational,232
age,384
wks,140
afp,372
aldrete,7
yo,21
aprv,8
airway,20
release,1818
archive,164
xd,41
x,1849
xw,13
assigned,22
provider,187
biw,2
biwk,3
care,2383
coordinator,32
clinic,1064
crna,5
surgery,1100
emergency,446
endo,23
him,34
physician,387
hospital,858
hs,512
inpatient,511
intra,74
articular,13
intramuscular,202
intranasal,70
intrathecal,31
le,48
mtuwthf,8
medical,648
student,71
ngt,7
nurse,487
practitioner,77
observation,275
officeclinic,75
lpn,43
practitio,1
rn,179
op,1564
education,546
pharmacy,67
technician,7
pt,997
txprocedures,4
qh,842
qhr,363
min,1679
qfri,7
qmon,22
qsat,10
qsun,13
qth,3
qtues,7
qwed,11
rec,141
recurring,106
outpatient,661
registered,48
respiratory,1062
therapist,45
satsun,17
social,167
worker,52
pra,32
specimen,795
sq,72
supervisor,10
swingbed,5
transdermal,279
tth,9
tthsat,7
tthsatsun,4
tts,30
arcive,1
en,25
bed,261
time,1540
bg,263
be,322
cap,1277
cord,911
prn,11784
bupropion,243
hbr,58
calculated,282
cam,33
icu,131
inattention,3
cbg,67
ccis,1
reason,181
visit,557
cellsearch,1
ctc,5
specimens,24
ch,141
complementtotal,1
dependent,70
dnuintrathecal,1
tracing,8
only,1325
estradiol,450
final,168
flacc,41
flt,3
form,107
suicide,222
risk,880
reassessment,18
relationship,13
gms,34
hcys,1
serpl,346
scnc,81
hcyscreat,1
srto,58
hfo,3
frequency,90
oscillator,4
historical,767
pneumococcal,464
vac,168
use,1114
anthrax,17
diphth,24
dtap,205
dtaphepbipv,6
dtaphib,11
dtapipv,10
dtapipvhib,4
dtp,35
hib,181
combined,26
haemophilus,208
hep,1308
ahep,3
hepatitis,1778
herpes,314
zoster,364
hibhepb,6
dengue,50
diphpert,1
whole,416
celltet,2
conj,69
hboc,27
conjugate,146
hantavirus,20
adult,698
im,460
e,959
simplex,207
hiv,1693
seasonal,92
spray,352
hn,210
vir,32
live,180
japanese,98
enceph,73
encephalitis,87
leishmaniasis,4
leprosy,4
malaria,36
measles,169
mumps,306
rubella,383
melanoma,4
meningococcal,166
vaccines,105
val,50
poliovirus,67
tri,177
rabies,127
rheumatic,15
rift,4
valley,37
rotavirus,184
smallpox,28
vaccination,75
td,262
diphtheria,191
tdap,128
tet,16
diph,3
pertussis,448
toxoid,175
typhoid,79
varicella,447
yellow,148
dqa,9
dqb,11
huntington,2
dis,81
tabs,6624
screens,12
physic,3
substa,2
substance,212
abuse,360
verifies,2
assesses,6
psychosoci,2
administers,22
ibdcrp,1
immunofix,11
globulins,106
inactive,235
pacific,62
american,496
black,159
hispanic,147
caucasian,37
declined,105
one,1345
race,38
native,108
americans,8
islander,65
readmission,54
same,143
hha,12
spanishhispanic,6
transfer,450
from,504
another,188
pysch,4
ipm,1
ip,971
mental,323
health,1224
ipq,1
subacute,33
ipr,3
regular,115
ips,3
skilled,262
nursing,422
ipz,1
iws,2
k,497
finger,206
lh,166
lutenizing,10
hormone,562
gravida,34
mhepatitis,3
antibody,2040
surface,372
mmethod,1
mparity,1
mrupture,1
membranes,63
grooming,29
current,320
living,77
situation,11
depression,332
screening,1228
ability,28
dress,4
upper,431
safely,4
lower,446
bathing,68
toileting,48
hygiene,8
eating,72
plan,617
prepare,8
light,309
telephone,38
mgdl,411
ml,1848
mmhg,103
mmoll,69
nb,90
anc,45
nbi,3
ndf,1
maternal,533
obs,35
diphtheriapertussisaceltetanus,5
occ,80
cancer,335
center,521
oos,4
endoscopy,53
opd,15
diagnostic,660
ope,2
ops,10
opz,1
orally,319
owm,1
opp,3
peep,101
end,111
expiratory,59
pi,12
linked,5
ag,1579
pmoll,13
poor,65
ass,10
assi,4
post,806
heart,1034
rate,1877
peak,277
pre,701
prenatal,464
vitamins,249
gummies,51
prnevery,1
propranolol,168
psv,5
support,212
neo,123
ve,4
shampoo,29
externally,524
slp,33
smith,54
lemli,1
sulfonamide,174
antibiotics,227
tb,721
explained,12
side,112
effects,64
three,2211
ttg,142
iga,1028
nq,427
abiga,7
twice,5133
methylhistamine,5
va,120
kontrastmittel,9
allergie,62
vcbg,16
wound,420
confusion,121
acute,556
sexual,96
dysfunction,55
urinary,210
retention,46
z,258
malnutrition,9
nce,12
amlodipine,428
besylate,141
cephalosporins,83
iodides,15
latex,378
macrolides,28
tartrate,337
percocet,159
tab,3758
pneumovax,91
qday,111
derivatives,73
over,174
years,180
psych,351
stomach,402
status,437
vzv,204
la,354
ql,659
ach,52
receptor,129
modulating,24
cardiology,215
is,240
drug,983
screen,2816
gtt,383
gm,483
gynecology,98
hallucination,29
hbv,194
genotype,245
rna,1271
by,5928
pcr,3273
qual,725
tma,111
hsv,750
igm,2772
lyme,562
disease,378
western,202
blot,188
hawaiianpacific,7
allergy,1084
insure,2
peds,437
medicine,603
phys,65
medrehab,4
protein,2492
tm,63
qn,993
resultsreceived,2
radiology,366
rmsf,64
rrict,2
rrimt,1
rmsftyphus,1
general,398
orthopedics,52
urology,106
violent,36
vittamin,1
di,18
oh,785
first,173
second,95
week,1468
per,2048
month,384
take,3809
abc,18
bilirubin,944
direct,739
hemoccult,51
culture,4222
aborh,263
acth,133
ped,207
amerblack,4
surgical,279
glue,18
scn,120
bedtime,1033
benzodiazepines,221
cult,610
cannabinoids,152
cfuml,6
child,377
wo,1693
fin,14
resp,446
cholhdl,95
chol,283
ratio,1674
cmv,881
eia,543
dmdx,1
crossmatch,50
confirm,189
hbsag,133
confirmed,39
confuseddisoriented,10
prostate,127
scr,378
sgot,86
ast,232
sgpt,109
alt,350
thyroid,366
stimulating,164
triglyceride,92
clearance,126
cyto,20
gyn,222
dhea,159
differential,215
cause,28
ear,450
ed,1318
um,178
english,96
expired,394
flu,384
preserv,9
syringe,161
presrv,1
vial,146
vaccineno,1
fluzone,169
four,1250
fsh,181
fti,32
glu,133
fast,168
fingerstick,67
history,475
caps,1897
ser,358
immunoglobulin,405
intqhours,4
lactate,336
left,1758
without,296
being,49
seen,97
lwbs,17
pedi,107
magic,5
mouthwash,13
magnesium,810
oxide,161
millimolesl,1
moved,6
service,220
area,535
longer,120
terminally,1
ill,30
applicable,70
occult,742
opiates,315
oral,11160
partial,124
thromboplas,1
pc,457
celite,17
kaolin,15
dimer,151
hct,529
pcp,164
request,59
podiatry,56
note,604
dictate,1
date,447
pylori,783
pregnancy,470
primary,194
case,107
manager,83
probable,6
prolactin,85
provisional,2
ptinr,14
qhours,64
rapid,742
mononucleosis,18
strep,848
results,248
reverse,124
pediatric,864
revoked,2
rhogam,35
candidate,18
rpr,337
rule,6
single,210
tfree,16
tetanusdiphtheria,17
thyroglobulin,327
perox,18
tid,908
transferred,67
hospice,540
tsh,430
uibc,34
urinalysis,445
automatedmachine,6
read,46
cla,2
col,25
nit,26
sg,38
vitd,14
if,806
ward,23
court,46
count,961
dermatitis,36
monday,273
skin,712
rashes,28
tolerated,10
hivesamoxicillin,4
hivesby,1
hivesomnicef,3
hivesper,5
mos,69
increases,4
seizure,174
eczema,386
rashbroke,1
purple,7
dots,10
rashper,4
vomitingper,4
intraocular,17
minutes,512
hcv,675
weeks,697
pregnant,42
amphetamines,182
cocaine,340
metabolites,41
fibrosis,68
stage,226
inj,556
methadone,424
methamphetamines,25
phencyclidine,254
propoxyphene,241
rectal,278
microliter,8
qid,438
xweek,73
xwk,71
nucleotidase,31
infant,313
acantho,3
acanthocyte,7
plus,451
admitted,97
this,587
aerobic,149
bacterial,74
rlc,25
after,750
office,286
billable,5
agap,14
alanine,103
line,166
mean,662
alk,248
phos,461
anaphylactic,69
allo,17
isoleucine,73
macroglobulins,2
cortisol,876
fah,173
anaerobic,121
anca,226
androstenedione,26
anion,101
gap,102
aniso,10
anisocytosis,19
jo,82
antinuclear,37
scl,57
apl,23
monitor,212
apolipoprotein,134
aps,23
aptt,218
arginine,70
directed,453
aso,50
asparagine,49
night,337
atypical,85
auer,15
rods,13
automated,122
abs,1352
ct,2141
sc,332
natriuretic,105
peptide,347
burgdorferi,75
immunoblot,111
bgp,7
percent,493
stippling,39
bedside,110
beh,17
psychological,14
evaluation,223
microglobulin,121
appear,60
color,581
lip,95
lab,1690
both,242
eyes,376
bidprn,34
bili,287
dir,42
biweekly,8
blackafrican,8
ams,245
routine,372
bnp,176
sterile,42
bone,489
density,193
report,349
born,90
inside,54
bun,452
dialysis,323
buncreat,47
burr,37
feces,232
cl,205
ion,64
tco,222
cardiac,697
mri,1342
output,85
plans,40
cat,191
epithelium,53
danderá,2
cbc,730
wauto,7
pct,84
centromere,64
cg,12
chem,54
chinese,50
chromogranin,23
citrulline,60
clam,59
phy,22
dna,1680
qnt,459
copiesml,148
coag,87
factor,845
ii,317
assay,201
ix,34
v,2488
vii,70
xii,29
cockroach,63
cockroachá,1
codfish,50
continuious,1
infusion,390
corn,132
corrected,133
white,455
courtlaw,78
enforcement,93
covering,20
attending,50
cpiesml,1
gmhr,11
creatininehr,3
crp,237
sens,49
cryofibrinogen,20
cryoglobulin,71
cryptosporidium,27
cystathionine,14
farinae,105
classá,1
igeá,1
mth,23
mtwthf,4
mwf,89
tthsa,7
dat,252
interp,806
dc,382
specify,56
diabetes,229
diastolic,860
invasive,194
dig,37
antiglobulin,35
coombs,69
dischtrans,76
shrt,4
trm,6
gen,124
hos,17
dischtransf,8
whome,12
intermed,7
facility,776
ltc,76
rehab,682
swing,99
institution,68
dischargetransfer,31
discharged,114
dischargedto,1
fac,234
medicaid,435
cert,35
dischargedtransferred,25
snf,250
dohle,39
bodies,127
domestic,61
violence,56
dominican,14
drepanocytes,3
comment,209
drvvt,181
dschxfer,4
critical,165
access,108
fed,46
dschgxfer,3
hosp,461
each,495
eye,884
ebv,514
echocardiogram,229
go,43
study,170
yolk,61
elective,43
electrophoresis,305
elm,54
admission,201
endomysial,51
est,217
avg,21
estriol,83
ethanol,169
ethanolamine,8
evening,424
rd,167
months,306
leiden,66
xi,26
felbamate,16
fetal,483
us,1529
obg,4
fibrinogen,127
score,673
ldh,279
inhalers,24
kappafree,1
lambda,156
fructosamine,25
ft,90
fungus,312
mycology,23
stain,360
gday,13
gc,201
genital,209
gent,39
gfr,410
aa,280
giant,70
gliadin,238
dp,13
fasting,295
glucagon,47
ob,714
meter,36
glutamic,59
glutamine,46
glycine,69
gmdl,32
gpl,28
gest,112
nongest,2
th,296
gtts,18
haptoglobin,91
confirmation,157
quant,1462
international,80
heme,22
confirmatio,1
neutralizat,1
neutr,7
qualitative,396
riba,55
abtype,1
hexagonal,11
phase,77
phospholipid,12
electro,95
histidine,48
geno,30
resistance,67
genosure,12
rt,1928
gp,160
hj,10
holter,114
howell,52
jolly,50
types,29
hs`,1
ht,14
hypochrom,7
hypochromasia,18
icp,48
ictotest,16
igfbp,12
iggalbumin,31
immunofixation,134
sr,264
influ,70
insulin,736
intunitsday,3
intunitskghr,1
intunitsmin,3
johnson,82
grass,412
kappa,173
chain,129
kappalambda,112
flc,13
kit,123
lsec,3
lamotrigine,171
menstrual,127
period,67
ld,247
iii,180
against,60
advice,101
leucine,69
will,94
log,511
lozenge,31
lp,42
luteinizing,90
lysine,68
macrocyte,9
macrocytosis,28
elliptocytes,13
hypochromia,15
macrocytes,19
microcytes,19
ovalocytes,28
poik,9
polychrom,10
spherocytes,13
stomatocytes,14
teardrops,3
mcgkgday,3
mchc,142
mcmoll,12
administration,88
record,32
reconciliation,39
meq,356
meqhr,13
meta,41
metamyelo,9
metanephrine,142
methionine,92
mghr,266
mgkgday,4
mgmday,5
microcyte,9
microcytosis,27
midwife,21
millionunits,9
mitochondrial,15
mlkg,12
mlmin,43
mmolhr,11
mon,297
thu,30
monwedfri,25
wed,251
fri,240
mpa,9
glucuronide,11
mpl,30
mps,22
muml,12
mycobacterial,10
identification,14
mycophenolic,39
ny,36
newborn,387
hospenroute,1
cox,10
nibp,128
systolic,1216
nmoll,16
noon,88
normetanephrine,136
latino,54
now,55
nse,4
lifetime,46
practitionercoveringco,1
mgt,5
practitionerlifetime,1
content,67
osat,13
oak,76
rhi,37
anytime,2
ornithine,48
osteocalcin,6
see,316
ova,101
parasite,54
oxy,31
electrophores,2
peanut,267
pgml,30
phenylalanine,61
phone,67
encounter,42
therapy,786
assistant,56
physicians,35
assistantcoveringco,1
assistantlifetime,1
pkt,7
pku,12
platelet,441
estimate,45
plt,264
suff,4
poikilocytosis,34
polychromasia,51
prealbumin,77
pregnenolone,17
apn,7
procainamide,23
proline,46
promyelo,21
scrn,479
psychologist,20
psychosocial,59
pump,115
cq,154
qm,55
qmin,77
qd,512
qdays,57
qhprn,28
qwks,13
qmonths,16
qweeks,38
qminutes,10
qam,97
qhs,380
qod,32
quinidine,23
morph,128
stip,7
target,45
react,22
resident,45
reticulin,57
rf,91
rheumatoid,174
rice,128
rouleaux,17
rpt,41
russian,24
thistle,45
sarcosine,10
scallop,68
schistocy,1
schistocytes,22
instructions,69
serine,66
sesame,86
sickle,147
solubility,59
smrnp,36
smooth,165
smudge,30
rsv,299
soybean,103
spanish,60
spherocyte,10
spo,284
sputum,123
staclot,10
lupus,98
anticoagulant,54
stat,429
still,64
stomatocyte,6
stone,312
anl,3
striated,44
sunday,147
sundays,23
svo,42
svr,23
taurine,41
teardrop,10
theophylline,99
thousand,6
threonine,45
thursday,148
timothy,84
tissue,358
transglutaminase,155
tobramycin,244
cholesterolá,4
toxic,66
granulation,34
trans,222
icf,58
different,9
facil,10
trig,57
directá,1
tryptase,14
ts,13
ttl,6
cholldlvldlá,1
tyrosine,78
bact,41
rand,97
das,5
ife,101
interpretation,382
ketone,88
leukocytes,122
nitrite,219
preg,97
pro,150
ran,61
cst,11
epi,133
trich,29
turb,2
urobilinogen,208
yeast,328
ukg,5
urea,411
nitrogen,238
ua,1475
reducing,158
ug,72
eqml,9
ughr,15
ugdl,19
ugg,75
crt,93
ugl,25
ugmg,18
ugml,30
umol,11
umoll,20
obtain,40
unavailable,22
unitl,18
unitm,6
unitml,488
unitskgday,5
unitsm,9
unitsml,168
micglob,1
urgent,157
comprehensive,176
uuml,10
valine,48
ventilator,86
bpm,54
real,151
walnut,145
wednesdays,30
lbs,133
wet,151
prep,365
wheat,147
whitecaucasian,4
kg,141
zinc,270
nl,10
neededseverve,1
painq,1
bag,14
ccm,1
cu,22
cumm,19
coughwhezing,1
eyelid,17
xxxxx,1
xxxxxx,1
self,303
intermediate,85
childrens,391
eloped,13
admit,158
dischg,6
law,55
exp,153
place,252
federal,78
healthcare,173
facilityva,1
long,157
term,281
psychiatric,243
carbon,126
dioxide,128
complete,848
point,207
aby,32
westergren,59
sed,125
jittery,16
giao,1
almonds,22
sting,63
coconut,90
dairy,66
dogs,54
fluphenazine,28
coloring,24
intolerance,93
gloves,45
lisonopril,4
angioedema,44
peacans,1
peach,60
butter,39
refer,46
pets,8
pumpkin,17
qualaquine,1
seizures,85
shell,93
silver,170
statin,38
toprol,117
tylenol,592
aminophylline,6
dystonic,14
fu,50
vacie,1
lentils,14
hawaiian,37
nkda,33
novocaine,13
accuretic,8
advair,195
cold,161
sinus,94
lipoic,39
amlodipinevalsartan,2
anes,535
abp,83
pa,231
temperature,897
axillary,75
esophageal,49
aplu,1
apri,16
arbu,1
arbuml,1
balziva,6
biotin,149
citrate,397
vit,788
calciumd,32
cheratussin,26
syrup,159
cranberry,97
dulera,47
dyazide,23
ergotaminecaffeine,1
excedrin,29
exforge,51
femhrt,6
mgmcg,3
oil,848
garlic,100
glucosamine,248
gplu,2
guaifenesin,217
dmsr,1
hctztriamterene,3
apap,134
hydrocodoneapap,11
iul,14
iudl,5
lecithin,20
whctz,5
lisinoprilhctz,11
lortab,84
aciphex,29
analgesics,226
inflammatory,130
benicar,113
antihypertensives,47
bentyl,29
benzocaine,63
benzoyl,83
peroxide,99
betadine,36
claritin,164
clinoril,10
antipsychotics,13
coreg,83
elavil,59
exelon,35
psychotherapeutic,29
neurological,45
agents,371
infective,87
misc,339
floxin,27
antifungals,25
genoptic,3
ophthalmic,436
